net,length_um
_05650_,12.16
_00784_,12.14
_01729_,12.14
_03033_,12.14
_04007_,12.14
_04778_,12.14
_00590_,12.12
_01350_,12.12
_02508_,12.12
_02613_,12.12
_03504_,12.12
_04524_,12.12
_00790_,12.08
_04072_,12.08
_02021_,12.07
_02920_,12.06
_04676_,12.06
_00122_,12.04
_01315_,12.04
_03686_,12.04
_04671_,12.04
_04963_,12.04
_05011_,12.04
_03306_,12.02
_03909_,12.02
_05615_,12.02
_00242_,12
_03276_,12
_04642_,12
_02620_,11.99
_00960_,11.98
_00572_,11.96
_00607_,11.94
_02107_,11.94
_03449_,11.94
_04555_,11.94
_00438_,11.92
_03843_,11.92
_04839_,11.92
_05174_,11.92
_02310_,11.9
mplier[12],11.9
mplier[8],11.9
_02773_,11.88
_03471_,11.88
_04135_,11.88
_02331_,11.875
_05443_,11.86
_01789_,11.84
_00886_,11.82
_02610_,11.82
_05495_,11.82
_02649_,11.8
_02951_,11.8
_04437_,11.8
_05264_,11.8
_05619_,11.8
net293,11.8
_00167_,11.78
_01832_,11.78
_01841_,11.78
_02257_,11.78
_02821_,11.78
_02834_,11.78
_04306_,11.78
_04742_,11.78
_03458_,11.775
_00287_,11.76
_02501_,11.74
_05668_,11.74
_01909_,11.72
_03802_,11.72
_04160_,11.72
_05038_,11.72
_00142_,11.7
_03117_,11.7
_04366_,11.7
_04401_,11.7
_05197_,11.7
_05064_,11.685
_01988_,11.68
_03060_,11.68
_05147_,11.68
product[10],11.68
product[17],11.68
product[44],11.68
product[45],11.68
product[46],11.68
product[4],11.68
product[50],11.68
product[52],11.68
product[61],11.68
_00270_,11.66
_01209_,11.66
_01837_,11.66
_03984_,11.66
_05204_,11.66
_01069_,11.64
_02125_,11.64
mplier[9],11.6
_01032_,11.58
_03046_,11.58
_03385_,11.58
_03735_,11.58
_04299_,11.58
_04515_,11.58
_05131_,11.58
_05483_,11.57
_00115_,11.56
_00513_,11.56
_01755_,11.56
_03379_,11.56
mcand[30],11.56
_01124_,11.54
_01908_,11.54
_00145_,11.5
_00982_,11.5
_03395_,11.5
_04756_,11.5
_03056_,11.49
_02314_,11.48
_03958_,11.48
_04777_,11.48
mplier[28],11.48
_02422_,11.44
_04819_,11.44
mcand[15],11.44
mcand[19],11.44
mcand[1],11.44
mcand[27],11.44
mcand[4],11.44
mcand[5],11.44
mplier[23],11.44
mplier[7],11.44
_00093_,11.42
_05682_,11.42
_02342_,11.38
_03878_,11.38
_05088_,11.38
_05506_,11.38
_04168_,11.36
_00597_,11.34
_00777_,11.34
_01517_,11.34
_02826_,11.34
_03167_,11.34
_04806_,11.34
_05285_,11.34
_02574_,11.32
_02946_,11.32
_03003_,11.32
_04937_,11.32
product[63],11.32
_02370_,11.31
_01168_,11.3
_02170_,11.3
_03952_,11.3
_04201_,11.28
_00938_,11.26
_02484_,11.24
_02902_,11.24
_04790_,11.24
_05028_,11.24
_05255_,11.24
_02795_,11.235
_01253_,11.22
_02316_,11.22
_02996_,11.22
_03224_,11.22
_03249_,11.22
_02655_,11.21
_00415_,11.18
_01530_,11.18
_02776_,11.16
_02903_,11.16
_03734_,11.155
_00328_,11.15
_05612_,11.15
_00120_,11.14
_00205_,11.14
_05510_,11.14
_03313_,11.12
_03353_,11.12
_04098_,11.12
_05271_,11.12
_00561_,11.1
_04370_,11.1
_02181_,11.09
_01900_,11.08
_02074_,11.08
_02287_,11.08
_03219_,11.08
_01939_,11.06
_03131_,11.05
_04167_,11.05
_01901_,11.04
_00519_,11.02
_02193_,11.02
_03773_,11.02
mplier[11],11.02
mplier[17],11.02
_00426_,11
_05077_,11
_03728_,10.98
_05031_,10.98
mcand[18],10.98
mplier[3],10.98
_01458_,10.96
_05603_,10.96
_00630_,10.92
_02249_,10.92
_02913_,10.9
_04919_,10.9
_05020_,10.9
_05238_,10.9
_00300_,10.88
_00725_,10.88
_01058_,10.88
_01612_,10.88
_02883_,10.88
_03211_,10.88
_03404_,10.88
_00474_,10.86
_03914_,10.86
_02555_,10.84
_01425_,10.82
_01794_,10.82
_04840_,10.82
_00868_,10.8
_01945_,10.8
_02089_,10.8
_04016_,10.8
_00667_,10.78
_02482_,10.78
_03554_,10.78
_03775_,10.78
_04227_,10.78
_01167_,10.765
_02462_,10.76
_02617_,10.76
_03576_,10.76
_04422_,10.76
_00952_,10.74
_05373_,10.74
_03797_,10.72
_02446_,10.7
_05532_,10.7
_00588_,10.69
_05577_,10.68
mcand[8],10.68
mplier[16],10.68
_02385_,10.67
_02068_,10.66
_02968_,10.66
_04342_,10.66
_00374_,10.64
_03839_,10.64
_03850_,10.64
_04296_,10.64
_04390_,10.64
_00900_,10.62
_02354_,10.62
_03854_,10.62
_05364_,10.62
_05417_,10.62
_02899_,10.59
_02964_,10.58
_03716_,10.58
_03748_,10.58
_04945_,10.58
_04946_,10.58
_04997_,10.58
_02146_,10.56
_03235_,10.56
_01838_,10.54
_03282_,10.54
_05446_,10.54
_05649_,10.54
_03233_,10.52
_04127_,10.52
_00892_,10.5
_01045_,10.5
_02985_,10.5
_04683_,10.5
_05301_,10.5
_00484_,10.48
_02445_,10.46
_03061_,10.46
_05263_,10.46
_05002_,10.44
_01714_,10.42
_03097_,10.42
_05411_,10.42
_04834_,10.4
_05297_,10.4
net217,10.395
_02794_,10.39
_02040_,10.38
_05372_,10.38
_00133_,10.36
_01150_,10.36
_02556_,10.36
_04079_,10.36
_04750_,10.36
_04921_,10.36
_01105_,10.34
_05261_,10.34
_01434_,10.32
_03132_,10.32
_03221_,10.32
_05047_,10.32
_05083_,10.32
_00689_,10.31
_02318_,10.31
_00681_,10.3
_02579_,10.3
_03363_,10.3
_03994_,10.3
_05080_,10.3
_02428_,10.28
_02559_,10.28
_04604_,10.28
_05198_,10.28
_05566_,10.28
_05638_,10.28
_00364_,10.26
_03307_,10.26
_00357_,10.24
_04396_,10.24
net336,10.24
_00377_,10.2
_01332_,10.2
_02267_,10.2
_02443_,10.2
_04125_,10.2
_04727_,10.2
_05024_,10.195
_01448_,10.18
_01670_,10.18
_02406_,10.16
_03738_,10.16
_03796_,10.16
_05173_,10.16
_05367_,10.16
_01388_,10.12
_02241_,10.12
_03936_,10.12
_04842_,10.12
_04954_,10.12
_05337_,10.12
_04056_,10.1
_01515_,10.08
_02589_,10.08
_02614_,10.08
_05265_,10.08
_02698_,10.07
_03704_,10.06
_00678_,10.05
_04613_,10.04
_00869_,10
_02503_,10
_02959_,10
_04018_,10
_05137_,10
_02543_,9.98
_03688_,9.98
product[27],9.98
product[43],9.98
_01626_,9.96
_03498_,9.96
_05317_,9.96
_05492_,9.96
_00507_,9.94
_01967_,9.94
_04978_,9.94
_02522_,9.92
_01392_,9.9
_02881_,9.9
_03318_,9.9
_00433_,9.88
_04979_,9.88
_05235_,9.88
_02569_,9.86
_02630_,9.86
_02734_,9.86
_04477_,9.86
_04648_,9.86
_04821_,9.86
_01693_,9.84
net219,9.84
_01360_,9.82
_01770_,9.8
mcand[0],9.79
_01364_,9.78
_04703_,9.78
_04939_,9.78
_00182_,9.76
_00253_,9.76
_00337_,9.76
_02478_,9.76
_00185_,9.75
_00360_,9.74
_02285_,9.74
_03092_,9.74
_05515_,9.74
net333,9.74
_04801_,9.725
_02270_,9.72
_04784_,9.72
_00711_,9.7
_03972_,9.7
_04672_,9.7
_03241_,9.68
_05182_,9.68
_02415_,9.66
_03263_,9.66
_03620_,9.66
_01724_,9.655
mcand[11],9.65
mplier[27],9.65
_02889_,9.64
net246,9.63
_02967_,9.62
_02971_,9.62
_04324_,9.62
_05018_,9.62
_03308_,9.58
_00056_,9.56
_00005_,9.54
_02448_,9.54
_05097_,9.54
_05461_,9.54
_04822_,9.53
_00833_,9.52
_02003_,9.52
_03494_,9.52
_03654_,9.52
_04829_,9.52
_04943_,9.52
_05032_,9.52
_01899_,9.49
_01256_,9.48
_05613_,9.48
_01763_,9.47
mcand[6],9.45
_01080_,9.44
_02315_,9.44
mplier[5],9.43
_01087_,9.42
_05111_,9.42
_05185_,9.42
_00271_,9.4
_01277_,9.4
_02567_,9.38
_00390_,9.36
_04091_,9.36
_05447_,9.36
net296,9.36
_00497_,9.32
_00889_,9.32
_01212_,9.32
_03295_,9.32
_03391_,9.32
_04362_,9.32
_00656_,9.315
mcand[23],9.31
mplier[2],9.31
_02916_,9.3
_01959_,9.28
_03852_,9.28
_05239_,9.28
_02606_,9.26
_02171_,9.25
_00792_,9.24
_01200_,9.24
_03943_,9.24
_04904_,9.22
_01592_,9.2
_05205_,9.18
_05581_,9.18
mcand[3],9.18
_00353_,9.16
_05122_,9.16
_05169_,9.16
_02169_,9.14
_02582_,9.13
_00622_,9.12
_02653_,9.12
_03571_,9.115
_04609_,9.105
_02343_,9.08
_04982_,9.08
net239,9.08
mcand[9],9.07
_02932_,9.06
_03967_,9.06
_04073_,9.06
_05386_,9.06
_01744_,9.04
_02247_,9.04
_02859_,9.04
_04632_,9.04
_05258_,9.04
_05441_,9.04
_00229_,9.02
_04061_,9.02
_03086_,8.985
_01261_,8.98
_04333_,8.96
product[19],8.96
product[25],8.96
product[32],8.96
product[3],8.96
product[51],8.96
product[57],8.96
_01891_,8.94
_02004_,8.94
_02096_,8.94
_03454_,8.94
net247,8.94
_00691_,8.935
_02621_,8.93
_04398_,8.92
_04607_,8.92
_03322_,8.91
_01189_,8.9
_01746_,8.9
_01717_,8.88
_02670_,8.87
_02449_,8.86
_05414_,8.86
_02668_,8.85
_03064_,8.84
_03648_,8.84
_01953_,8.82
_03114_,8.82
_03632_,8.82
_03788_,8.82
_02138_,8.8
_05444_,8.8
_00671_,8.78
_02833_,8.78
_03220_,8.78
_00146_,8.745
_00757_,8.72
mcand[2],8.72
mplier[13],8.72
mplier[1],8.72
mplier[29],8.72
_01836_,8.7
_02121_,8.7
mplier[30],8.69
_00499_,8.68
_00492_,8.66
_03466_,8.66
_03598_,8.66
_00306_,8.6
_01371_,8.6
_03111_,8.6
_03262_,8.6
_03747_,8.6
_04846_,8.6
_05247_,8.6
net285,8.6
_02095_,8.58
_03285_,8.58
_03681_,8.58
_05544_,8.575
_01930_,8.56
_02900_,8.56
_01043_,8.54
_00289_,8.52
_02311_,8.52
_03062_,8.52
_03600_,8.52
_04567_,8.52
_04661_,8.52
net265,8.52
_01036_,8.5
_03540_,8.5
_00128_,8.48
_00620_,8.48
_03531_,8.48
_01703_,8.46
_02451_,8.46
_03271_,8.46
_03355_,8.46
_05281_,8.46
_01331_,8.44
_01384_,8.44
_04138_,8.44
_00483_,8.42
_02961_,8.42
_00917_,8.4
_00795_,8.39
_01602_,8.38
_04323_,8.38
mcand[16],8.38
mcand[20],8.38
mcand[22],8.38
mcand[26],8.38
_02592_,8.36
_03905_,8.36
_05036_,8.36
_02238_,8.35
_02154_,8.345
_02279_,8.34
_00058_,8.28
_04950_,8.28
_05509_,8.26
mcand[29],8.26
mplier[14],8.26
_01672_,8.24
_02584_,8.24
_03844_,8.24
_04528_,8.24
_04951_,8.24
net234,8.24
_01495_,8.2
_03932_,8.2
_01815_,8.195
_01340_,8.18
_02571_,8.16
_04001_,8.16
_01038_,8.155
_01583_,8.15
_04424_,8.14
_03857_,8.12
_03035_,8.105
_00871_,8.1
_02037_,8.1
_02895_,8.06
_04670_,8.06
product[22],8.04
product[28],8.04
product[49],8.04
product[56],8.04
product[5],8.04
product[6],8.04
_01419_,8.02
_04248_,8.02
_05287_,8.02
_05315_,8.02
_05321_,8.02
_05418_,8.02
product[15],8.01
_01119_,8
_02183_,8
_02766_,8
net194,8
_00191_,7.98
_00250_,7.98
net263,7.98
net339,7.98
_02560_,7.975
_01990_,7.95
mcand[10],7.95
mplier[10],7.95
_00874_,7.94
_02494_,7.94
_03189_,7.94
_05323_,7.94
net306,7.94
_04346_,7.92
_01378_,7.9
_01826_,7.9
_01957_,7.9
_04635_,7.9
net318,7.9
_02917_,7.86
net277,7.86
_03746_,7.84
_05180_,7.82
_01289_,7.8
_03335_,7.8
_01022_,7.78
_01505_,7.78
_02682_,7.78
_03144_,7.78
_03378_,7.78
_05074_,7.78
_02368_,7.76
_05681_,7.74
_04381_,7.69
_03102_,7.68
_04373_,7.68
_04810_,7.68
_05053_,7.68
_00727_,7.66
_02861_,7.66
_03176_,7.66
_04389_,7.66
_00658_,7.64
_01664_,7.64
_01855_,7.64
_01974_,7.64
_05054_,7.64
net341,7.64
_00625_,7.62
_04996_,7.62
_00334_,7.6
_02904_,7.6
_02590_,7.58
_05009_,7.58
_02911_,7.56
_03412_,7.56
_05469_,7.56
net289,7.56
_05119_,7.54
_00743_,7.52
_01034_,7.52
_01103_,7.52
_02953_,7.52
_04359_,7.52
_05496_,7.52
_02127_,7.5
_04400_,7.5
_03088_,7.48
_05690_,7.48
_02353_,7.445
_01961_,7.44
_02934_,7.44
_03242_,7.44
_03662_,7.44
_04460_,7.44
_02380_,7.4
_04566_,7.38
_01000_,7.34
net311,7.34
_04036_,7.32
_05148_,7.32
_02461_,7.3
_00531_,7.265
_01169_,7.24
_03578_,7.24
_04894_,7.24
_05240_,7.24
_02493_,7.22
_03991_,7.22
_02322_,7.21
_03450_,7.21
_02997_,7.2
_03072_,7.2
_03427_,7.2
_00951_,7.195
_02278_,7.195
_01581_,7.18
_02572_,7.16
_02654_,7.14
_03077_,7.14
mcand[28],7.13
_01139_,7.1
_03374_,7.1
_03804_,7.1
_03831_,7.1
_04824_,7.1
_02660_,7.08
_04827_,7.08
_05586_,7.08
_00288_,7.06
_02388_,7.06
_02639_,7.06
_03763_,7.06
net251,7.06
net335,7.06
mcand[25],7.03
product[58],7.01
_03658_,7
_01088_,6.96
_03071_,6.96
_00977_,6.94
_03668_,6.94
_02413_,6.9
_01211_,6.88
net281,6.88
_01814_,6.86
_02357_,6.86
_02452_,6.86
_02598_,6.86
_02635_,6.86
_03692_,6.86
_00298_,6.83
_03871_,6.8
_04454_,6.78
_05249_,6.78
_00478_,6.76
_00781_,6.76
_02397_,6.76
_02404_,6.76
_04652_,6.76
net282,6.76
_00037_,6.74
_00324_,6.74
_02616_,6.74
_00239_,6.72
_01199_,6.72
_02832_,6.72
_04717_,6.72
_05073_,6.72
_05228_,6.72
net291,6.72
_04101_,6.71
_01929_,6.7
_05590_,6.69
_00824_,6.68
_01321_,6.66
_01345_,6.66
_01389_,6.66
_02512_,6.66
_00046_,6.64
_00552_,6.64
_00761_,6.64
_01059_,6.64
_01111_,6.64
_03785_,6.64
_05161_,6.64
net241,6.64
net179,6.62
_02035_,6.61
_00416_,6.6
_00778_,6.6
_01376_,6.6
_02063_,6.6
_03593_,6.6
_03667_,6.6
_03677_,6.6
net125,6.6
net229,6.6
net327,6.6
_02128_,6.58
_05132_,6.54
_01981_,6.525
_01280_,6.52
_03236_,6.52
_03568_,6.52
_03949_,6.52
_04397_,6.48
_01719_,6.44
_04347_,6.44
_05279_,6.44
_05527_,6.44
_03926_,6.43
_04193_,6.42
_05330_,6.42
_02323_,6.4
_03684_,6.4
_04811_,6.4
_03503_,6.36
_02644_,6.32
_03066_,6.32
_03556_,6.32
_05015_,6.32
net253,6.32
_00831_,6.31
mcand[14],6.31
mcand[21],6.31
mplier[4],6.31
_04285_,6.3
_04379_,6.3
_05302_,6.3
_05395_,6.3
_05535_,6.3
_03500_,6.28
_01118_,6.275
_00295_,6.265
_01681_,6.26
_02432_,6.26
_04903_,6.24
product[20],6.21
product[47],6.21
product[7],6.21
_01170_,6.2
_04942_,6.2
_05277_,6.2
net255,6.2
_01206_,6.18
_02371_,6.18
_02424_,6.18
_04916_,6.18
_05462_,6.18
_05488_,6.18
_00984_,6.14
_01772_,6.14
_03382_,6.14
_02248_,6.12
_00541_,6.08
_01813_,6.06
_02798_,6.06
_03577_,6.06
_00923_,6.04
_04953_,5.98
_05171_,5.98
_05673_,5.98
mplier[0],5.97
_01051_,5.96
_05331_,5.96
_03136_,5.94
_04909_,5.94
_03537_,5.92
_05065_,5.86
_05160_,5.86
_05187_,5.86
_05442_,5.86
_01944_,5.85
_02088_,5.85
_00424_,5.84
_01073_,5.84
_02337_,5.84
_03565_,5.84
_04912_,5.84
_05409_,5.84
_05454_,5.84
_01609_,5.82
_02707_,5.8
_04874_,5.8
_02898_,5.78
_01730_,5.77
mplier[6],5.77
mcand[17],5.75
_01942_,5.74
_02661_,5.74
_04797_,5.74
_05104_,5.74
_05652_,5.74
_00724_,5.72
_02921_,5.72
_03678_,5.72
_04348_,5.72
_05089_,5.72
_04735_,5.7
_00517_,5.68
_03698_,5.68
_04858_,5.68
mcand[31],5.65
mplier[18],5.63
_01203_,5.6
_03411_,5.6
_02299_,5.58
_01135_,5.56
product[35],5.53
product[40],5.53
product[41],5.53
product[48],5.53
product[54],5.53
_01053_,5.52
_01540_,5.5
_02825_,5.5
_01982_,5.48
_02272_,5.48
_05226_,5.48
_03693_,5.4
_05489_,5.4
_00528_,5.38
_03244_,5.38
_04803_,5.38
_05374_,5.38
_05522_,5.38
net236,5.38
net249,5.38
net257,5.38
net287,5.38
_05445_,5.36
_00192_,5.34
_00397_,5.34
_02083_,5.34
_02477_,5.34
_02729_,5.34
_03051_,5.34
_05338_,5.34
product[31],5.29
product[55],5.29
_00164_,5.28
_02442_,5.28
_03287_,5.28
_03338_,5.28
_05231_,5.28
_05523_,5.28
net178,5.28
_01851_,5.27
_00797_,5.26
_01250_,5.26
_02023_,5.26
_02295_,5.26
_03754_,5.26
net214,5.26
_00259_,5.22
_01154_,5.22
_03057_,5.22
_05290_,5.22
product[1],5.19
product[24],5.19
product[29],5.19
product[30],5.19
_01878_,5.14
_04838_,5.14
net314,5.14
_00153_,5.06
_00662_,5.04
_01127_,5.04
_02615_,5.02
_02747_,5
mcand[12],4.95
mplier[31],4.95
_04805_,4.94
_05017_,4.94
_05200_,4.94
_01781_,4.92
_02800_,4.92
_03953_,4.92
_04539_,4.92
_05141_,4.92
net177,4.92
net195,4.92
net276,4.92
net308,4.92
_00272_,4.9
_04272_,4.9
_01251_,4.88
_01273_,4.88
_03087_,4.88
_03229_,4.88
_04589_,4.88
_05380_,4.88
net268,4.88
product[0],4.85
product[13],4.85
product[33],4.85
product[8],4.85
_00396_,4.82
_00601_,4.82
_03081_,4.82
net233,4.82
net313,4.82
_00603_,4.8
_02758_,4.8
_03215_,4.8
_04136_,4.8
_04231_,4.8
_04930_,4.8
_05113_,4.8
_05298_,4.8
_05569_,4.8
net280,4.8
net315,4.8
_01621_,4.76
_03128_,4.76
_03372_,4.76
_04583_,4.76
_04674_,4.76
_00181_,4.7
_00756_,4.7
_02565_,4.7
_03284_,4.7
_05092_,4.7
_05126_,4.7
_05165_,4.7
_02421_,4.68
_04860_,4.68
_00226_,4.635
mplier[15],4.61
mplier[24],4.61
product[11],4.61
product[12],4.61
product[34],4.61
product[37],4.61
product[53],4.61
product[59],4.61
_04875_,4.6
_05620_,4.6
_01685_,4.58
_03833_,4.58
_04511_,4.57
_01743_,4.56
_02789_,4.56
_03810_,4.56
_04530_,4.54
_01915_,4.48
_04843_,4.48
_04888_,4.48
_05252_,4.48
_05625_,4.48
_00234_,4.46
_01313_,4.46
_02393_,4.46
_02809_,4.46
_02857_,4.46
_03717_,4.46
_04636_,4.46
_05250_,4.46
net181,4.46
net207,4.46
net262,4.46
net267,4.46
net278,4.46
_00080_,4.42
_00156_,4.42
_00878_,4.42
_00902_,4.42
_02712_,4.42
_02914_,4.42
_02925_,4.42
_04181_,4.42
_05045_,4.42
net328,4.42
_02686_,4.36
_04908_,4.36
_05631_,4.36
_00077_,4.34
_00664_,4.34
_01027_,4.34
_01679_,4.34
_02029_,4.34
_02122_,4.34
_02593_,4.34
_02935_,4.34
_03930_,4.34
_04298_,4.34
_04571_,4.34
_04618_,4.34
_04712_,4.34
_04924_,4.34
_04934_,4.34
_04988_,4.34
_05273_,4.34
_05335_,4.34
mplier[20],4.27
mplier[25],4.27
product[16],4.27
product[18],4.27
product[21],4.27
_04560_,4.24
_05070_,4.24
_02791_,4.22
_04045_,4.22
_00780_,4.14
_02226_,4.14
_02624_,4.14
_05647_,4.12
_01862_,4.1
_02790_,4.1
_00029_,4.02
_00332_,4.02
_02768_,4.02
_03253_,4.02
_05029_,4.02
_05121_,4.02
_00090_,4
_00267_,4
_01281_,4
_01640_,4
_02239_,4
_02578_,4
_02785_,4
_04162_,4
_04535_,4
_04970_,4
_05420_,4
net290,4
_01589_,3.98
_04747_,3.95
mplier[26],3.93
product[23],3.93
product[2],3.93
product[36],3.93
product[39],3.93
product[9],3.93
_04289_,3.9
_04851_,3.9
_04995_,3.9
net307,3.9
_00473_,3.88
_00737_,3.88
_01317_,3.88
_01342_,3.88
_01483_,3.88
_01904_,3.88
_02980_,3.88
_03666_,3.88
_03863_,3.88
_04147_,3.88
_04622_,3.88
_04981_,3.88
_02112_,3.875
_03808_,3.86
net182,3.81
_05050_,3.775
_00593_,3.68
_03989_,3.68
_00621_,3.66
_02537_,3.64
_00339_,3.56
_01442_,3.56
_02395_,3.56
_04411_,3.56
_05452_,3.56
net297,3.56
_01617_,3.54
_02753_,3.54
_03158_,3.54
_03921_,3.54
_04547_,3.54
_04658_,3.54
_04973_,3.54
_05292_,3.54
net210,3.54
net298,3.52
_05449_,3.44
net260,3.44
_01064_,3.42
_01455_,3.42
_02381_,3.42
_02839_,3.42
_04076_,3.42
_04584_,3.42
net243,3.42
_03874_,3.35
net312,3.32
_03530_,3.3
_05230_,3.3
_01489_,3.23
_04902_,3.22
_05212_,3.22
_01551_,3.2
_04578_,3.2
_02365_,3.18
_01543_,3.1
_02269_,3.1
_03250_,3.1
_03479_,3.1
_03869_,3.1
_04170_,3.1
_04247_,3.1
_04733_,3.1
_04882_,3.1
_05193_,3.1
_05623_,3.1
_00055_,3.08
_00482_,3.08
_01336_,3.08
_04199_,3.08
_04353_,3.08
_04591_,3.08
_05177_,3.08
_05244_,3.08
_00489_,3.06
_03010_,3.03
_03482_,3.03
_03706_,3.03
_03956_,3.03
_04352_,2.98
_04639_,2.98
_00296_,2.96
_01446_,2.96
_02046_,2.96
_02053_,2.96
_02135_,2.96
_02488_,2.96
_02845_,2.96
_03248_,2.96
_03476_,2.96
_04304_,2.96
_04708_,2.96
_05267_,2.96
_05363_,2.96
_05644_,2.96
net212,2.96
_02383_,2.89
net176,2.86
net273,2.86
_01564_,2.84
_05196_,2.84
_03757_,2.76
_05144_,2.76
_05232_,2.76
_05289_,2.72
_05115_,2.65
_00180_,2.64
_01214_,2.64
_01326_,2.64
_01937_,2.64
_02587_,2.64
_03266_,2.64
_04594_,2.64
_05014_,2.64
_05078_,2.64
_00464_,2.62
_00763_,2.62
_00875_,2.62
_01358_,2.62
_01761_,2.62
_02109_,2.62
_02360_,2.62
_02702_,2.62
_03910_,2.62
_04204_,2.62
_04452_,2.62
_05392_,2.62
net275,2.62
net292,2.62
net202,2.52
net237,2.52
_00293_,2.5
_00532_,2.5
_00884_,2.5
_00906_,2.5
_01420_,2.5
_01720_,2.5
_02361_,2.5
_02487_,2.5
_03094_,2.5
_03096_,2.5
_03099_,2.5
_03682_,2.5
_04378_,2.5
_04633_,2.5
_04929_,2.5
_05086_,2.5
_05683_,2.5
net221,2.5
_02454_,2.45
_01031_,2.38
_00954_,2.3
_01149_,2.3
_02242_,2.3
_02246_,2.3
_02419_,2.3
_02583_,2.3
_02930_,2.3
_03665_,2.3
_03752_,2.3
_04261_,2.3
_04406_,2.3
_04664_,2.3
_04668_,2.3
_04753_,2.3
_04833_,2.3
_04964_,2.3
_05027_,2.3
_05370_,2.3
net245,2.3
_04485_,2.28
_04575_,2.28
_04856_,2.28
_00618_,2.18
_01963_,2.18
_03609_,2.18
_04145_,2.18
_05242_,2.18
_01054_,2.16
_01415_,2.16
_01857_,2.16
_02039_,2.16
_02294_,2.16
_02326_,2.16
_02665_,2.16
_04646_,2.16
_05094_,2.16
net205,2.16
net209,2.16
_02091_,2.11
_03425_,2.11
_03801_,2.11
_04464_,2.11
_00684_,2.09
_00827_,2.09
_02466_,2.09
_01801_,2.06
_02765_,2.06
_00829_,2.04
_02252_,2.04
_02969_,2.04
_03133_,2.04
_03327_,2.04
_03614_,2.04
_04095_,2.04
_04146_,2.04
_04309_,2.04
_04392_,2.04
_04546_,2.04
_04718_,2.04
_05100_,2.04
_05210_,2.04
_05688_,2.04
net199,2.04
net206,2.04
net225,2.04
_05152_,1.915
_01061_,1.84
_02101_,1.84
_02156_,1.84
_04977_,1.84
_05026_,1.84
_05136_,1.84
_03470_,1.82
net299,1.82
net301,1.82
_00687_,1.72
_01193_,1.72
_04958_,1.72
_05201_,1.72
_00470_,1.7
_00739_,1.7
_00980_,1.7
_01979_,1.7
_02176_,1.7
_02282_,1.7
_03673_,1.7
_04491_,1.7
_04496_,1.7
_04545_,1.7
_05051_,1.7
_05313_,1.7
_05583_,1.7
net250,1.7
net304,1.7
_02533_,1.68
_02048_,1.6
_02526_,1.38
_02762_,1.38
_03075_,1.38
_03089_,1.38
_03918_,1.38
_05039_,1.38
_04266_,1.36
_01325_,1.26
_01924_,1.26
_04992_,1.14
_04351_,1.02
_01678_,0.92
_05657_,0.92
_04041_,0.8
_01866_,0.46
_05528_,0.46
